postcodes_id,zone_id,postcode_range_start,postcode_range_end,postcode_name,status
2716,134,E12,E12,E12,1
2717,134,E13,E13,E13,1
2718,134,E14,E14,E14,1
2719,134,E15,E15,E15,1
2720,134,E16,E16,E16,1
2721,134,E18,E18,E18,1
2722,134,SE3,SE3,SE3,1
2723,134,SE4,SE4,SE4,1
2724,134,SE5,SE5,SE5,1
2725,134,SE13,SE13,SE13,1
2726,134,SE14,SE14,SE14,1
2727,134,SE15,SE15,SE15,1
2728,134,N6,N6,N6,1
2729,134,N8,N8,N8,1
2730,134,SW4,SW4,SW4,1
2731,134,SW5,SW5,SW5,1
2732,134,SW7,SW7,SW7,1
2733,134,SW9,SW9,SW9,1
2734,134,SW12,SW12,SW12,1
2735,134,SW14,SW14,SW14,1
2736,134,SW15,SW15,SW15,1
2737,134,SW16,SW16,SW16,1
2738,134,SW17,SW17,SW17,1
2739,134,SW18,SW18,SW18,1
2740,134,SW19,SW19,SW19,1
2741,134,N16,N16,N16,1
2742,134,W4,W4,W4,1
2743,134,W6,W6,W6,1
2744,134,W8,W8,W8,1
2745,134,W9,W9,W9,1
2746,134,W10,W10,W10,1
2747,134,W11,W11,W11,1
2748,134,W12,W12,W12,1
2749,134,SE7,SE7,SE7,1
2750,134,SE8,SE8,SE8,1
2751,134,SE21,SE21,SE21,1
2752,134,SE22,SE22,SE22,1
2753,134,SE24,SE24,SE24,1
2754,135,E5,E5,E5,1
2755,135,E6,E6,E6,1
2756,135,E7,E7,E7,1
2757,135,E8,E8,E8,1
2758,135,E12,E12,E12,1
2759,135,E13,E13,E13,1
2760,135,E14,E14,E14,1
2761,135,E15,E15,E15,1
2762,135,E16,E16,E16,1
2763,135,E18,E18,E18,1
2764,135,SE3,SE3,SE3,1
2765,135,SE4,SE4,SE4,1
2766,135,SE5,SE5,SE5,1
2767,135,SE13,SE13,SE13,1
2768,135,SE14,SE14,SE14,1
2769,135,SE15,SE15,SE15,1
2770,135,N6,N6,N6,1
2771,135,N8,N8,N8,1
2772,135,SW4,SW4,SW4,1
2773,135,SW5,SW5,SW5,1
2774,135,SW7,SW7,SW7,1
2775,135,SW9,SW9,SW9,1
2776,135,SW12,SW12,SW12,1
2777,135,SW14,SW14,SW14,1
2778,135,SW15,SW15,SW15,1
2779,135,SW16,SW16,SW16,1
2780,135,SW17,SW17,SW17,1
2781,135,SW18,SW18,SW18,1
2782,135,SW19,SW19,SW19,1
2783,135,N16,N16,N16,1
2784,135,W4,W4,W4,1
2785,135,W6,W6,W6,1
2786,135,W8,W8,W8,1
2787,135,W9,W9,W9,1
2788,135,W10,W10,W10,1
2789,135,W11,W11,W11,1
2790,135,W12,W12,W12,1
2791,135,SE7,SE7,SE7,1
2792,135,SE8,SE8,SE8,1
2793,135,SE21,SE21,SE21,1
2794,135,SE22,SE22,SE22,1
2795,135,SE24,SE24,SE24,1
2796,136,E6,E6,E6,1
2797,136,E7,E7,E7,1
2798,136,E8,E8,E8,1
2799,136,E12,E12,E12,1
2800,136,E13,E13,E13,1
2801,136,E14,E14,E14,1
2802,136,E15,E15,E15,1
2803,136,E16,E16,E16,1
2804,136,E18,E18,E18,1
2805,136,SE3,SE3,SE3,1
2806,136,SE4,SE4,SE4,1
2807,136,SE5,SE5,SE5,1
2808,136,SE13,SE13,SE13,1
2809,136,SE14,SE14,SE14,1
2810,136,SE15,SE15,SE15,1
2811,136,N6,N6,N6,1
2812,136,N8,N8,N8,1
2813,136,SW4,SW4,SW4,1
2814,136,SW5,SW5,SW5,1
2815,136,SW7,SW7,SW7,1
2816,136,SW9,SW9,SW9,1
2817,136,SW12,SW12,SW12,1
2818,136,SW14,SW14,SW14,1
2819,136,SW15,SW15,SW15,1
2820,136,SW16,SW16,SW16,1
2821,136,SW17,SW17,SW17,1
2822,136,SW18,SW18,SW18,1
2823,136,SW19,SW19,SW19,1
2824,136,N16,N16,N16,1
2825,136,W4,W4,W4,1
2826,136,W6,W6,W6,1
2827,136,W8,W8,W8,1
2828,136,W9,W9,W9,1
2829,136,W10,W10,W10,1
2830,136,W11,W11,W11,1
2831,136,W12,W12,W12,1
2832,136,SE7,SE7,SE7,1
2833,136,SE8,SE8,SE8,1
2834,136,SE21,SE21,SE21,1
2835,136,SE22,SE22,SE22,1
2836,136,SE24,SE24,SE24,1
2837,137,E7,E7,E7,1
2838,137,E8,E8,E8,1
2839,137,E12,E12,E12,1
2840,137,E13,E13,E13,1
2841,137,E14,E14,E14,1
2842,137,E15,E15,E15,1
2843,137,E16,E16,E16,1
2844,137,E18,E18,E18,1
2845,137,SE3,SE3,SE3,1
2846,137,SE4,SE4,SE4,1
2847,137,SE5,SE5,SE5,1
2848,137,SE13,SE13,SE13,1
2849,137,SE14,SE14,SE14,1
2850,137,SE15,SE15,SE15,1
2851,137,N6,N6,N6,1
2852,137,N8,N8,N8,1
2853,137,SW4,SW4,SW4,1
2854,137,SW5,SW5,SW5,1
2855,137,SW7,SW7,SW7,1
2856,137,SW9,SW9,SW9,1
2857,137,SW12,SW12,SW12,1
2858,137,SW14,SW14,SW14,1
2859,137,SW15,SW15,SW15,1
2860,137,SW16,SW16,SW16,1
2861,137,SW17,SW17,SW17,1
2862,137,SW18,SW18,SW18,1
2863,137,SW19,SW19,SW19,1
2864,137,N16,N16,N16,1
2865,137,W4,W4,W4,1
2866,137,W6,W6,W6,1
2867,137,W8,W8,W8,1
2868,137,W9,W9,W9,1
2869,137,W10,W10,W10,1
2870,137,W11,W11,W11,1
2871,137,W12,W12,W12,1
2872,137,SE7,SE7,SE7,1
2873,137,SE8,SE8,SE8,1
2874,137,SE21,SE21,SE21,1
2875,137,SE22,SE22,SE22,1
2876,137,SE24,SE24,SE24,1
2877,138,E8,E8,E8,1
2878,138,E12,E12,E12,1
2879,138,E13,E13,E13,1
2880,138,E14,E14,E14,1
2881,138,E15,E15,E15,1
2882,138,E16,E16,E16,1
2883,138,E18,E18,E18,1
2884,138,SE3,SE3,SE3,1
2885,138,SE4,SE4,SE4,1
2886,138,SE5,SE5,SE5,1
2887,138,SE13,SE13,SE13,1
2888,138,SE14,SE14,SE14,1
2889,138,SE15,SE15,SE15,1
2890,138,N6,N6,N6,1
2891,138,N8,N8,N8,1
2892,138,SW4,SW4,SW4,1
2893,138,SW5,SW5,SW5,1
2894,138,SW7,SW7,SW7,1
2895,138,SW9,SW9,SW9,1
2896,138,SW12,SW12,SW12,1
2897,138,SW14,SW14,SW14,1
2898,138,SW15,SW15,SW15,1
2899,138,SW16,SW16,SW16,1
2900,138,SW17,SW17,SW17,1
2901,138,SW18,SW18,SW18,1
2902,138,SW19,SW19,SW19,1
2903,138,N16,N16,N16,1
2904,138,W4,W4,W4,1
2905,138,W6,W6,W6,1
2906,138,W8,W8,W8,1
2907,138,W9,W9,W9,1
2908,138,W10,W10,W10,1
2909,138,W11,W11,W11,1
2910,138,W12,W12,W12,1
2911,138,SE7,SE7,SE7,1
2912,138,SE8,SE8,SE8,1
2913,138,SE21,SE21,SE21,1
2914,138,SE22,SE22,SE22,1
2915,138,SE24,SE24,SE24,1
2916,139,E12,E12,E12,1
2917,139,E13,E13,E13,1
2918,139,E14,E14,E14,1
2919,139,E15,E15,E15,1
2920,139,E16,E16,E16,1
2921,139,E18,E18,E18,1
2922,139,SE3,SE3,SE3,1
2923,139,SE4,SE4,SE4,1
2924,139,SE5,SE5,SE5,1
2925,139,SE13,SE13,SE13,1
2926,139,SE14,SE14,SE14,1
2927,139,SE15,SE15,SE15,1
2928,139,N6,N6,N6,1
2929,139,N8,N8,N8,1
2930,139,SW4,SW4,SW4,1
2931,139,SW5,SW5,SW5,1
2932,139,SW7,SW7,SW7,1
2933,139,SW9,SW9,SW9,1
2934,139,SW12,SW12,SW12,1
2935,139,SW14,SW14,SW14,1
2936,139,SW15,SW15,SW15,1
2937,139,SW16,SW16,SW16,1
2938,139,SW17,SW17,SW17,1
2939,139,SW18,SW18,SW18,1
2940,139,SW19,SW19,SW19,1
2941,139,N16,N16,N16,1
2942,139,W4,W4,W4,1
2943,139,W6,W6,W6,1
2944,139,W8,W8,W8,1
2945,139,W9,W9,W9,1
2946,139,W10,W10,W10,1
2947,139,W11,W11,W11,1
2948,139,W12,W12,W12,1
2949,139,SE7,SE7,SE7,1
2950,139,SE8,SE8,SE8,1
2951,139,SE21,SE21,SE21,1
2952,139,SE22,SE22,SE22,1
2953,139,SE24,SE24,SE24,1
2954,140,E13,E13,E13,1
2955,140,E14,E14,E14,1
2956,140,E15,E15,E15,1
2957,140,E16,E16,E16,1
2958,140,E18,E18,E18,1
2959,140,SE3,SE3,SE3,1
2960,140,SE4,SE4,SE4,1
2961,140,SE5,SE5,SE5,1
2962,140,SE13,SE13,SE13,1
2963,140,SE14,SE14,SE14,1
2964,140,SE15,SE15,SE15,1
2965,140,N6,N6,N6,1
2966,140,N8,N8,N8,1
2967,140,SW4,SW4,SW4,1
2968,140,SW5,SW5,SW5,1
2969,140,SW7,SW7,SW7,1
2970,140,SW9,SW9,SW9,1
2971,140,SW12,SW12,SW12,1
2972,140,SW14,SW14,SW14,1
2973,140,SW15,SW15,SW15,1
2974,140,SW16,SW16,SW16,1
2975,140,SW17,SW17,SW17,1
2976,140,SW18,SW18,SW18,1
2977,140,SW19,SW19,SW19,1
2978,140,N16,N16,N16,1
2979,140,W4,W4,W4,1
2980,140,W6,W6,W6,1
2981,140,W8,W8,W8,1
2982,140,W9,W9,W9,1
2983,140,W10,W10,W10,1
2984,140,W11,W11,W11,1
2985,140,W12,W12,W12,1
2986,140,SE7,SE7,SE7,1
2987,140,SE8,SE8,SE8,1
2988,140,SE21,SE21,SE21,1
2989,140,SE22,SE22,SE22,1
2990,140,SE24,SE24,SE24,1
2991,141,E14,E14,E14,1
2992,141,E15,E15,E15,1
2993,141,E16,E16,E16,1
2994,141,E18,E18,E18,1
2995,141,SE3,SE3,SE3,1
2996,141,SE4,SE4,SE4,1
2997,141,SE5,SE5,SE5,1
2998,141,SE13,SE13,SE13,1
2999,141,SE14,SE14,SE14,1
3000,141,SE15,SE15,SE15,1
3001,141,N6,N6,N6,1
3002,141,N8,N8,N8,1
3003,141,SW4,SW4,SW4,1
3004,141,SW5,SW5,SW5,1
3005,141,SW7,SW7,SW7,1
3006,141,SW9,SW9,SW9,1
3007,141,SW12,SW12,SW12,1
3008,141,SW14,SW14,SW14,1
3009,141,SW15,SW15,SW15,1
3010,141,SW16,SW16,SW16,1
3011,141,SW17,SW17,SW17,1
3012,141,SW18,SW18,SW18,1
3013,141,SW19,SW19,SW19,1
3014,141,N16,N16,N16,1
3015,141,W4,W4,W4,1
3016,141,W6,W6,W6,1
3017,141,W8,W8,W8,1
3018,141,W9,W9,W9,1
3019,141,W10,W10,W10,1
3020,141,W11,W11,W11,1
3021,141,W12,W12,W12,1
3022,141,SE7,SE7,SE7,1
3023,141,SE8,SE8,SE8,1
3024,141,SE21,SE21,SE21,1
3025,141,SE22,SE22,SE22,1
3026,141,SE24,SE24,SE24,1
3027,142,E15,E15,E15,1
3028,142,E16,E16,E16,1
3029,142,E18,E18,E18,1
3030,142,SE3,SE3,SE3,1
3031,142,SE4,SE4,SE4,1
3032,142,SE5,SE5,SE5,1
3033,142,SE13,SE13,SE13,1
3034,142,SE14,SE14,SE14,1
3035,142,SE15,SE15,SE15,1
3036,142,N6,N6,N6,1
3037,142,N8,N8,N8,1
3038,142,SW4,SW4,SW4,1
3039,142,SW5,SW5,SW5,1
3040,142,SW7,SW7,SW7,1
3041,142,SW9,SW9,SW9,1
3042,142,SW12,SW12,SW12,1
3043,142,SW14,SW14,SW14,1
3044,142,SW15,SW15,SW15,1
3045,142,SW16,SW16,SW16,1
3046,142,SW17,SW17,SW17,1
3047,142,SW18,SW18,SW18,1
3048,142,SW19,SW19,SW19,1
3049,142,N16,N16,N16,1
3050,142,W4,W4,W4,1
3051,142,W6,W6,W6,1
3052,142,W8,W8,W8,1
3053,142,W9,W9,W9,1
3054,142,W10,W10,W10,1
3055,142,W11,W11,W11,1
3056,142,W12,W12,W12,1
3057,142,SE7,SE7,SE7,1
3058,142,SE8,SE8,SE8,1
3059,142,SE21,SE21,SE21,1
3060,142,SE22,SE22,SE22,1
3061,142,SE24,SE24,SE24,1
3062,143,E16,E16,E16,1
3063,143,E18,E18,E18,1
3064,143,SE3,SE3,SE3,1
3065,143,SE4,SE4,SE4,1
3066,143,SE5,SE5,SE5,1
3067,143,SE13,SE13,SE13,1
3068,143,SE14,SE14,SE14,1
3069,143,SE15,SE15,SE15,1
3070,143,N6,N6,N6,1
3071,143,N8,N8,N8,1
3072,143,SW4,SW4,SW4,1
3073,143,SW5,SW5,SW5,1
3074,143,SW7,SW7,SW7,1
3075,143,SW9,SW9,SW9,1
3076,143,SW12,SW12,SW12,1
3077,143,SW14,SW14,SW14,1
3078,143,SW15,SW15,SW15,1
3079,143,SW16,SW16,SW16,1
3080,143,SW17,SW17,SW17,1
3081,143,SW18,SW18,SW18,1
3082,143,SW19,SW19,SW19,1
3083,143,N16,N16,N16,1
3084,143,W4,W4,W4,1
3085,143,W6,W6,W6,1
3086,143,W8,W8,W8,1
3087,143,W9,W9,W9,1
3088,143,W10,W10,W10,1
3089,143,W11,W11,W11,1
3090,143,W12,W12,W12,1
3091,143,SE7,SE7,SE7,1
3092,143,SE8,SE8,SE8,1
3093,143,SE21,SE21,SE21,1
3094,143,SE22,SE22,SE22,1
3095,143,SE24,SE24,SE24,1
3096,144,E18,E18,E18,1
3097,144,SE3,SE3,SE3,1
3098,144,SE4,SE4,SE4,1
3099,144,SE5,SE5,SE5,1
3100,144,SE13,SE13,SE13,1
3101,144,SE14,SE14,SE14,1
3102,144,SE15,SE15,SE15,1
3103,144,N6,N6,N6,1
3104,144,N8,N8,N8,1
3105,144,SW4,SW4,SW4,1
3106,144,SW5,SW5,SW5,1
3107,144,SW7,SW7,SW7,1
3108,144,SW9,SW9,SW9,1
3109,144,SW12,SW12,SW12,1
3110,144,SW14,SW14,SW14,1
3111,144,SW15,SW15,SW15,1
3112,144,SW16,SW16,SW16,1
3113,144,SW17,SW17,SW17,1
3114,144,SW18,SW18,SW18,1
3115,144,SW19,SW19,SW19,1
3116,144,N16,N16,N16,1
3117,144,W4,W4,W4,1
3118,144,W6,W6,W6,1
3119,144,W8,W8,W8,1
3120,144,W9,W9,W9,1
3121,144,W10,W10,W10,1
3122,144,W11,W11,W11,1
3123,144,W12,W12,W12,1
3124,144,SE7,SE7,SE7,1
3125,144,SE8,SE8,SE8,1
3126,144,SE21,SE21,SE21,1
3127,144,SE22,SE22,SE22,1
3128,144,SE24,SE24,SE24,1
3129,145,E19,E19,E19,1
3130,145,E20,E20,E20,1
3131,145,SW1,SW1,SW1,1
3132,145,IG1,IG1,IG1,1
3133,145,IG3,IG3,IG3,1
3134,145,IG5,IG5,IG5,1
3135,145,IG6,IG6,IG6,1
3136,145,IG11,IG11,IG11,1
3137,145,SE27,SE27,SE27,1
3138,145,SE28,SE28,SE28,1
3139,146,E20,E20,E20,1
3140,146,SW1,SW1,SW1,1
3141,146,IG1,IG1,IG1,1
3142,146,IG3,IG3,IG3,1
3143,146,IG5,IG5,IG5,1
3144,146,IG6,IG6,IG6,1
3145,146,IG11,IG11,IG11,1
3146,146,SE27,SE27,SE27,1
3147,146,SE28,SE28,SE28,1
3148,147,SE3,SE3,SE3,1
3149,147,SE4,SE4,SE4,1
3150,147,SE5,SE5,SE5,1
3151,147,SE13,SE13,SE13,1
3152,147,SE14,SE14,SE14,1
3153,147,SE15,SE15,SE15,1
3154,147,N6,N6,N6,1
3155,147,N8,N8,N8,1
3156,147,SW4,SW4,SW4,1
3157,147,SW5,SW5,SW5,1
3158,147,SW7,SW7,SW7,1
3159,147,SW9,SW9,SW9,1
3160,147,SW12,SW12,SW12,1
3161,147,SW14,SW14,SW14,1
3162,147,SW15,SW15,SW15,1
3163,147,SW16,SW16,SW16,1
3164,147,SW17,SW17,SW17,1
3165,147,SW18,SW18,SW18,1
3166,147,SW19,SW19,SW19,1
3167,147,N16,N16,N16,1
3168,147,W4,W4,W4,1
3169,147,W6,W6,W6,1
3170,147,W8,W8,W8,1
3171,147,W9,W9,W9,1
3172,147,W10,W10,W10,1
3173,147,W11,W11,W11,1
3174,147,W12,W12,W12,1
3175,147,SE7,SE7,SE7,1
3176,147,SE8,SE8,SE8,1
3177,147,SE21,SE21,SE21,1
3178,147,SE22,SE22,SE22,1
3179,147,SE24,SE24,SE24,1
3180,148,SE4,SE4,SE4,1
3181,148,SE5,SE5,SE5,1
3182,148,SE13,SE13,SE13,1
3183,148,SE14,SE14,SE14,1
3184,148,SE15,SE15,SE15,1
3185,148,N6,N6,N6,1
3186,148,N8,N8,N8,1
3187,148,SW4,SW4,SW4,1
3188,148,SW5,SW5,SW5,1
3189,148,SW7,SW7,SW7,1
3190,148,SW9,SW9,SW9,1
3191,148,SW12,SW12,SW12,1
3192,148,SW14,SW14,SW14,1
3193,148,SW15,SW15,SW15,1
3194,148,SW16,SW16,SW16,1
3195,148,SW17,SW17,SW17,1
3196,148,SW18,SW18,SW18,1
3197,148,SW19,SW19,SW19,1
3198,148,N16,N16,N16,1
3199,148,W4,W4,W4,1
3200,148,W6,W6,W6,1
3201,148,W8,W8,W8,1
3202,148,W9,W9,W9,1
3203,148,W10,W10,W10,1
3204,148,W11,W11,W11,1
3205,148,W12,W12,W12,1
3206,148,SE7,SE7,SE7,1
3207,148,SE8,SE8,SE8,1
3208,148,SE21,SE21,SE21,1
3209,148,SE22,SE22,SE22,1
3210,148,SE24,SE24,SE24,1
3211,149,SE5,SE5,SE5,1
3212,149,SE13,SE13,SE13,1
3213,149,SE14,SE14,SE14,1
3214,149,SE15,SE15,SE15,1
3215,149,N6,N6,N6,1
3216,149,N8,N8,N8,1
3217,149,SW4,SW4,SW4,1
3218,149,SW5,SW5,SW5,1
3219,149,SW7,SW7,SW7,1
3220,149,SW9,SW9,SW9,1
3221,149,SW12,SW12,SW12,1
3222,149,SW14,SW14,SW14,1
3223,149,SW15,SW15,SW15,1
3224,149,SW16,SW16,SW16,1
3225,149,SW17,SW17,SW17,1
3226,149,SW18,SW18,SW18,1
3227,149,SW19,SW19,SW19,1
3228,149,N16,N16,N16,1
3229,149,W4,W4,W4,1
3230,149,W6,W6,W6,1
3231,149,W8,W8,W8,1
3232,149,W9,W9,W9,1
3233,149,W10,W10,W10,1
3234,149,W11,W11,W11,1
3235,149,W12,W12,W12,1
3236,149,SE7,SE7,SE7,1
3237,149,SE8,SE8,SE8,1
3238,149,SE21,SE21,SE21,1
3239,149,SE22,SE22,SE22,1
3240,149,SE24,SE24,SE24,1
3241,150,SE13,SE13,SE13,1
3242,150,SE14,SE14,SE14,1
3243,150,SE15,SE15,SE15,1
3244,150,N6,N6,N6,1
3245,150,N8,N8,N8,1
3246,150,SW4,SW4,SW4,1
3247,150,SW5,SW5,SW5,1
3248,150,SW7,SW7,SW7,1
3249,150,SW9,SW9,SW9,1
3250,150,SW12,SW12,SW12,1
3251,150,SW14,SW14,SW14,1
3252,150,SW15,SW15,SW15,1
3253,150,SW16,SW16,SW16,1
3254,150,SW17,SW17,SW17,1
3255,150,SW18,SW18,SW18,1
3256,150,SW19,SW19,SW19,1
3257,150,N16,N16,N16,1
3258,150,W4,W4,W4,1
3259,150,W6,W6,W6,1
3260,150,W8,W8,W8,1
3261,150,W9,W9,W9,1
3262,150,W10,W10,W10,1
3263,150,W11,W11,W11,1
3264,150,W12,W12,W12,1
3265,150,SE7,SE7,SE7,1
3266,150,SE8,SE8,SE8,1
3267,150,SE21,SE21,SE21,1
3268,150,SE22,SE22,SE22,1
3269,150,SE24,SE24,SE24,1
3270,151,SE14,SE14,SE14,1
3271,151,SE15,SE15,SE15,1
3272,151,N6,N6,N6,1
3273,151,N8,N8,N8,1
3274,151,SW4,SW4,SW4,1
3275,151,SW5,SW5,SW5,1
3276,151,SW7,SW7,SW7,1
3277,151,SW9,SW9,SW9,1
3278,151,SW12,SW12,SW12,1
3279,151,SW14,SW14,SW14,1
3280,151,SW15,SW15,SW15,1
3281,151,SW16,SW16,SW16,1
3282,151,SW17,SW17,SW17,1
3283,151,SW18,SW18,SW18,1
3284,151,SW19,SW19,SW19,1
3285,151,N16,N16,N16,1
3286,151,W4,W4,W4,1
3287,151,W6,W6,W6,1
3288,151,W8,W8,W8,1
3289,151,W9,W9,W9,1
3290,151,W10,W10,W10,1
3291,151,W11,W11,W11,1
3292,151,W12,W12,W12,1
3293,151,SE7,SE7,SE7,1
3294,151,SE8,SE8,SE8,1
3295,151,SE21,SE21,SE21,1
3296,151,SE22,SE22,SE22,1
3297,151,SE24,SE24,SE24,1
3298,152,SE15,SE15,SE15,1
3299,152,N6,N6,N6,1
3300,152,N8,N8,N8,1
3301,152,SW4,SW4,SW4,1
3302,152,SW5,SW5,SW5,1
3303,152,SW7,SW7,SW7,1
3304,152,SW9,SW9,SW9,1
3305,152,SW12,SW12,SW12,1
3306,152,SW14,SW14,SW14,1
3307,152,SW15,SW15,SW15,1
3308,152,SW16,SW16,SW16,1
3309,152,SW17,SW17,SW17,1
3310,152,SW18,SW18,SW18,1
3311,152,SW19,SW19,SW19,1
3312,152,N16,N16,N16,1
3313,152,W4,W4,W4,1
3314,152,W6,W6,W6,1
3315,152,W8,W8,W8,1
3316,152,W9,W9,W9,1
3317,152,W10,W10,W10,1
3318,152,W11,W11,W11,1
3319,152,W12,W12,W12,1
3320,152,SE7,SE7,SE7,1
3321,152,SE8,SE8,SE8,1
3322,152,SE21,SE21,SE21,1
3323,152,SE22,SE22,SE22,1
3324,152,SE24,SE24,SE24,1
3325,153,N6,N6,N6,1
3326,153,N8,N8,N8,1
3327,153,SW4,SW4,SW4,1
3328,153,SW5,SW5,SW5,1
3329,153,SW7,SW7,SW7,1
3330,153,SW9,SW9,SW9,1
3331,153,SW12,SW12,SW12,1
3332,153,SW14,SW14,SW14,1
3333,153,SW15,SW15,SW15,1
3334,153,SW16,SW16,SW16,1
3335,153,SW17,SW17,SW17,1
3336,153,SW18,SW18,SW18,1
3337,153,SW19,SW19,SW19,1
3338,153,N16,N16,N16,1
3339,153,W4,W4,W4,1
3340,153,W6,W6,W6,1
3341,153,W8,W8,W8,1
3342,153,W9,W9,W9,1
3343,153,W10,W10,W10,1
3344,153,W11,W11,W11,1
3345,153,W12,W12,W12,1
3346,153,SE7,SE7,SE7,1
3347,153,SE8,SE8,SE8,1
3348,153,SE21,SE21,SE21,1
3349,153,SE22,SE22,SE22,1
3350,153,SE24,SE24,SE24,1
3351,154,N8,N8,N8,1
3352,154,SW4,SW4,SW4,1
3353,154,SW5,SW5,SW5,1
3354,154,SW7,SW7,SW7,1
3355,154,SW9,SW9,SW9,1
3356,154,SW12,SW12,SW12,1
3357,154,SW14,SW14,SW14,1
3358,154,SW15,SW15,SW15,1
3359,154,SW16,SW16,SW16,1
3360,154,SW17,SW17,SW17,1
3361,154,SW18,SW18,SW18,1
3362,154,SW19,SW19,SW19,1
3363,154,N16,N16,N16,1
3364,154,W4,W4,W4,1
3365,154,W6,W6,W6,1
3366,154,W8,W8,W8,1
3367,154,W9,W9,W9,1
3368,154,W10,W10,W10,1
3369,154,W11,W11,W11,1
3370,154,W12,W12,W12,1
3371,154,SE7,SE7,SE7,1
3372,154,SE8,SE8,SE8,1
3373,154,SE21,SE21,SE21,1
3374,154,SE22,SE22,SE22,1
3375,154,SE24,SE24,SE24,1
3376,155,SW4,SW4,SW4,1
3377,155,SW5,SW5,SW5,1
3378,155,SW7,SW7,SW7,1
3379,155,SW9,SW9,SW9,1
3380,155,SW12,SW12,SW12,1
3381,155,SW14,SW14,SW14,1
3382,155,SW15,SW15,SW15,1
3383,155,SW16,SW16,SW16,1
3384,155,SW17,SW17,SW17,1
3385,155,SW18,SW18,SW18,1
3386,155,SW19,SW19,SW19,1
3387,155,N16,N16,N16,1
3388,155,W4,W4,W4,1
3389,155,W6,W6,W6,1
3390,155,W8,W8,W8,1
3391,155,W9,W9,W9,1
3392,155,W10,W10,W10,1
3393,155,W11,W11,W11,1
3394,155,W12,W12,W12,1
3395,155,SE7,SE7,SE7,1
3396,155,SE8,SE8,SE8,1
3397,155,SE21,SE21,SE21,1
3398,155,SE22,SE22,SE22,1
3399,155,SE24,SE24,SE24,1
3400,156,SW5,SW5,SW5,1
3401,156,SW7,SW7,SW7,1
3402,156,SW9,SW9,SW9,1
3403,156,SW12,SW12,SW12,1
3404,156,SW14,SW14,SW14,1
3405,156,SW15,SW15,SW15,1
3406,156,SW16,SW16,SW16,1
3407,156,SW17,SW17,SW17,1
3408,156,SW18,SW18,SW18,1
3409,156,SW19,SW19,SW19,1
3410,156,N16,N16,N16,1
3411,156,W4,W4,W4,1
3412,156,W6,W6,W6,1
3413,156,W8,W8,W8,1
3414,156,W9,W9,W9,1
3415,156,W10,W10,W10,1
3416,156,W11,W11,W11,1
3417,156,W12,W12,W12,1
3418,156,SE7,SE7,SE7,1
3419,156,SE8,SE8,SE8,1
3420,156,SE21,SE21,SE21,1
3421,156,SE22,SE22,SE22,1
3422,156,SE24,SE24,SE24,1
3423,157,SW7,SW7,SW7,1
3424,157,SW9,SW9,SW9,1
3425,157,SW12,SW12,SW12,1
3426,157,SW14,SW14,SW14,1
3427,157,SW15,SW15,SW15,1
3428,157,SW16,SW16,SW16,1
3429,157,SW17,SW17,SW17,1
3430,157,SW18,SW18,SW18,1
3431,157,SW19,SW19,SW19,1
3432,157,N16,N16,N16,1
3433,157,W4,W4,W4,1
3434,157,W6,W6,W6,1
3435,157,W8,W8,W8,1
3436,157,W9,W9,W9,1
3437,157,W10,W10,W10,1
3438,157,W11,W11,W11,1
3439,157,W12,W12,W12,1
3440,157,SE7,SE7,SE7,1
3441,157,SE8,SE8,SE8,1
3442,157,SE21,SE21,SE21,1
3443,157,SE22,SE22,SE22,1
3444,157,SE24,SE24,SE24,1
3445,158,SW9,SW9,SW9,1
3446,158,SW12,SW12,SW12,1
3447,158,SW14,SW14,SW14,1
3448,158,SW15,SW15,SW15,1
3449,158,SW16,SW16,SW16,1
3450,158,SW17,SW17,SW17,1
3451,158,SW18,SW18,SW18,1
3452,158,SW19,SW19,SW19,1
3453,158,N16,N16,N16,1
3454,158,W4,W4,W4,1
3455,158,W6,W6,W6,1
3456,158,W8,W8,W8,1
3457,158,W9,W9,W9,1
3458,158,W10,W10,W10,1
3459,158,W11,W11,W11,1
3460,158,W12,W12,W12,1
3461,158,SE7,SE7,SE7,1
3462,158,SE8,SE8,SE8,1
3463,158,SE21,SE21,SE21,1
3464,158,SE22,SE22,SE22,1
3465,158,SE24,SE24,SE24,1
3466,159,SW12,SW12,SW12,1
3467,159,SW14,SW14,SW14,1
3468,159,SW15,SW15,SW15,1
3469,159,SW16,SW16,SW16,1
3470,159,SW17,SW17,SW17,1
3471,159,SW18,SW18,SW18,1
3472,159,SW19,SW19,SW19,1
3473,159,N16,N16,N16,1
3474,159,W4,W4,W4,1
3475,159,W6,W6,W6,1
3476,159,W8,W8,W8,1
3477,159,W9,W9,W9,1
3478,159,W10,W10,W10,1
3479,159,W11,W11,W11,1
3480,159,W12,W12,W12,1
3481,159,SE7,SE7,SE7,1
3482,159,SE8,SE8,SE8,1
3483,159,SE21,SE21,SE21,1
3484,159,SE22,SE22,SE22,1
3485,159,SE24,SE24,SE24,1
3486,160,SW14,SW14,SW14,1
3487,160,SW15,SW15,SW15,1
3488,160,SW16,SW16,SW16,1
3489,160,SW17,SW17,SW17,1
3490,160,SW18,SW18,SW18,1
3491,160,SW19,SW19,SW19,1
3492,160,N16,N16,N16,1
3493,160,W4,W4,W4,1
3494,160,W6,W6,W6,1
3495,160,W8,W8,W8,1
3496,160,W9,W9,W9,1
3497,160,W10,W10,W10,1
